geo,country,year,energy_production
qat,Qatar,2008,133100.0
qat,Qatar,2009,139900.0
rou,Romania,1971,42810.0
rou,Romania,1972,44400.0
rou,Romania,1973,46240.0
rou,Romania,1974,47530.0
rou,Romania,1975,49960.0
rou,Romania,1976,52100.0
rou,Romania,1977,54070.0
rou,Romania,1978,54030.0
rou,Romania,1979,51860.0
rou,Romania,1980,52590.0
rou,Romania,1981,54700.0
rou,Romania,1982,55150.0
rou,Romania,1983,55930.0
rou,Romania,1984,55680.0
rou,Romania,1985,54320.0
rou,Romania,1986,54020.0
rou,Romania,1987,52560.0
rou,Romania,1988,53510.0
rou,Romania,1989,49780.0
rou,Romania,1990,40830.0
rou,Romania,1991,35970.0
rou,Romania,1992,34470.0
rou,Romania,1993,33390.0
rou,Romania,1994,31710.0
rou,Romania,1995,32320.0
rou,Romania,1996,32820.0
rou,Romania,1997,31450.0
rou,Romania,1998,28810.0
rou,Romania,1999,27840.0
rou,Romania,2000,28280.0
rou,Romania,2001,27650.0
rou,Romania,2002,29110.0
rou,Romania,2003,29260.0
rou,Romania,2004,28360.0
rou,Romania,2005,27790.0
rou,Romania,2006,27920.0
rou,Romania,2007,27700.0
rou,Romania,2008,28930.0
rou,Romania,2009,28300.0
rus,Russia,1990,1293000.0
rus,Russia,1991,1218000.0
rus,Russia,1992,1139000.0
rus,Russia,1993,1057000.0
rus,Russia,1994,991400.0
rus,Russia,1995,967600.0
rus,Russia,1996,965000.0
rus,Russia,1997,933400.0
rus,Russia,1998,939800.0
rus,Russia,1999,962100.0
rus,Russia,2000,978000.0
rus,Russia,2001,1008000.0
rus,Russia,2002,1046000.0
rus,Russia,2003,1119000.0
rus,Russia,2004,1172000.0
rus,Russia,2005,1203000.0
rus,Russia,2006,1227000.0
rus,Russia,2007,1239000.0
rus,Russia,2008,1254000.0
rus,Russia,2009,1182000.0
sau,Saudi Arabia,1971,244100.0
sau,Saudi Arabia,1972,308100.0
sau,Saudi Arabia,1973,388500.0
sau,Saudi Arabia,1974,434800.0
sau,Saudi Arabia,1975,364600.0
sau,Saudi Arabia,1976,443900.0
sau,Saudi Arabia,1977,475300.0
sau,Saudi Arabia,1978,437000.0
sau,Saudi Arabia,1979,497400.0
sau,Saudi Arabia,1980,533600.0
sau,Saudi Arabia,1981,531100.0
sau,Saudi Arabia,1982,361300.0
sau,Saudi Arabia,1983,283900.0
sau,Saudi Arabia,1984,264300.0
sau,Saudi Arabia,1985,200700.0
sau,Saudi Arabia,1986,285800.0
sau,Saudi Arabia,1987,248500.0
sau,Saudi Arabia,1988,297500.0
sau,Saudi Arabia,1989,299500.0
sau,Saudi Arabia,1990,370200.0
sau,Saudi Arabia,1991,465700.0
sau,Saudi Arabia,1992,479500.0
sau,Saudi Arabia,1993,472900.0
sau,Saudi Arabia,1994,464300.0
sau,Saudi Arabia,1995,467300.0
sau,Saudi Arabia,1996,471700.0
sau,Saudi Arabia,1997,467400.0
sau,Saudi Arabia,1998,481500.0
sau,Saudi Arabia,1999,445400.0
sau,Saudi Arabia,2000,479300.0
sau,Saudi Arabia,2001,470200.0
sau,Saudi Arabia,2002,440400.0
sau,Saudi Arabia,2003,515200.0
sau,Saudi Arabia,2004,552900.0
sau,Saudi Arabia,2005,580600.0
sau,Saudi Arabia,2006,576000.0
sau,Saudi Arabia,2007,554500.0
sau,Saudi Arabia,2008,579300.0
sau,Saudi Arabia,2009,528400.0
sdn,Sudan,1971,5668.0
sdn,Sudan,1972,5787.0
sdn,Sudan,1973,5912.0
sdn,Sudan,1974,6043.0
sdn,Sudan,1975,6181.0
sdn,Sudan,1976,6358.0
sdn,Sudan,1977,6532.0
sdn,Sudan,1978,6715.0
sdn,Sudan,1979,6904.0
sdn,Sudan,1980,7089.0
sdn,Sudan,1981,7281.0
sdn,Sudan,1982,7475.0
sdn,Sudan,1983,7815.0
sdn,Sudan,1984,7854.0
sdn,Sudan,1985,8033.0
sdn,Sudan,1986,8201.0
sdn,Sudan,1987,8354.0
sdn,Sudan,1988,8496.0
sdn,Sudan,1989,8635.0
sdn,Sudan,1990,8775.0
sdn,Sudan,1991,8903.0
sdn,Sudan,1992,9029.0
sdn,Sudan,1993,9152.0
sdn,Sudan,1994,10290.0
sdn,Sudan,1995,10400.0
sdn,Sudan,1996,10780.0
sdn,Sudan,1997,11010.0
sdn,Sudan,1998,11350.0
sdn,Sudan,1999,14430.0
sdn,Sudan,2000,20170.0
sdn,Sudan,2001,22260.0
sdn,Sudan,2002,24420.0
sdn,Sudan,2003,25400.0
sdn,Sudan,2004,27020.0
sdn,Sudan,2005,26980.0
sdn,Sudan,2006,29140.0
sdn,Sudan,2007,34930.0
sdn,Sudan,2008,34090.0
sdn,Sudan,2009,35200.0
sen,Senegal,1971,825.0
sen,Senegal,1972,831.9
sen,Senegal,1973,838.8
sen,Senegal,1974,845.7
sen,Senegal,1975,852.7
sen,Senegal,1976,859.3
sen,Senegal,1977,865.8
sen,Senegal,1978,872.4
sen,Senegal,1979,879.0
sen,Senegal,1980,885.7
sen,Senegal,1981,892.2
sen,Senegal,1982,898.7
sen,Senegal,1983,905.2
sen,Senegal,1984,912.0
sen,Senegal,1985,919.1
sen,Senegal,1986,926.4
sen,Senegal,1987,935.1
sen,Senegal,1988,952.4
sen,Senegal,1989,958.7
sen,Senegal,1990,963.5
sen,Senegal,1991,969.5
sen,Senegal,1992,974.9
sen,Senegal,1993,991.6
sen,Senegal,1994,1006.0
sen,Senegal,1995,1061.0
sen,Senegal,1996,1086.0
sen,Senegal,1997,1096.0
sen,Senegal,1998,1124.0
sen,Senegal,1999,1141.0
sen,Senegal,2000,1192.0
sen,Senegal,2001,1211.0
sen,Senegal,2002,1259.0
sen,Senegal,2003,1259.0
sen,Senegal,2004,1256.0
sen,Senegal,2005,1265.0
sen,Senegal,2006,1231.0
sen,Senegal,2007,1222.0
sen,Senegal,2008,1230.0
sen,Senegal,2009,1256.0
sgp,Singapore,1998,14.42
sgp,Singapore,1999,15.14
sgp,Singapore,2000,22.69
sgp,Singapore,2001,24.07
sgp,Singapore,2002,33.72
sgp,Singapore,2003,28.18
sgp,Singapore,2004,26.84
sgp,Singapore,2005,46.09
sgp,Singapore,2006,34.39
sgp,Singapore,2007,24.74
sgp,Singapore,2008,32.33
sgp,Singapore,2009,28.89
slv,El Salvador,1971,1255.0
slv,El Salvador,1972,1294.0
slv,El Salvador,1973,1331.0
slv,El Salvador,1974,1392.0
slv,El Salvador,1975,1560.0
slv,El Salvador,1976,1900.0
slv,El Salvador,1977,1964.0
slv,El Salvador,1978,2094.0
slv,El Salvador,1979,2055.0
slv,El Salvador,1980,1912.0
slv,El Salvador,1981,2148.0
slv,El Salvador,1982,2250.0
slv,El Salvador,1983,2140.0
slv,El Salvador,1984,2183.0
slv,El Salvador,1985,2008.0
slv,El Salvador,1986,1651.0
slv,El Salvador,1987,1799.0
slv,El Salvador,1988,1642.0
slv,El Salvador,1989,1655.0
slv,El Salvador,1990,1692.0
slv,El Salvador,1991,1718.0
slv,El Salvador,1992,1748.0
slv,El Salvador,1993,1734.0
slv,El Salvador,1994,1753.0
slv,El Salvador,1995,1791.0
slv,El Salvador,1996,1822.0
slv,El Salvador,1997,1851.0
slv,El Salvador,1998,1850.0
slv,El Salvador,1999,2003.0
slv,El Salvador,2000,2119.0
slv,El Salvador,2001,2285.0
slv,El Salvador,2002,2321.0
slv,El Salvador,2003,2395.0
slv,El Salvador,2004,2392.0
slv,El Salvador,2005,2489.0
slv,El Salvador,2006,2631.0
slv,El Salvador,2007,2900.0
slv,El Salvador,2008,3110.0
slv,El Salvador,2009,3164.0
srb,Serbia,1990,13400.0
srb,Serbia,1991,12140.0
srb,Serbia,1992,11840.0
srb,Serbia,1993,11370.0
srb,Serbia,1994,10530.0
srb,Serbia,1995,12190.0
srb,Serbia,1996,12090.0
srb,Serbia,1997,12480.0
srb,Serbia,1998,12730.0
srb,Serbia,1999,10530.0
srb,Serbia,2000,11430.0
srb,Serbia,2001,11090.0
srb,Serbia,2002,11290.0
srb,Serbia,2003,11410.0
srb,Serbia,2004,11550.0
srb,Serbia,2005,10290.0
srb,Serbia,2006,10560.0
srb,Serbia,2007,10570.0
srb,Serbia,2008,10790.0
srb,Serbia,2009,9440.0
svk,Slovak Republic,1971,2690.0
svk,Slovak Republic,1972,2655.0
svk,Slovak Republic,1973,2575.0
svk,Slovak Republic,1974,2590.0
svk,Slovak Republic,1975,2594.0
svk,Slovak Republic,1976,2535.0
svk,Slovak Republic,1977,2504.0
svk,Slovak Republic,1978,2629.0
svk,Slovak Republic,1979,2895.0
svk,Slovak Republic,1980,3466.0
svk,Slovak Republic,1981,3555.0
svk,Slovak Republic,1982,3739.0
svk,Slovak Republic,1983,3829.0
svk,Slovak Republic,1984,4044.0
svk,Slovak Republic,1985,4682.0
svk,Slovak Republic,1986,5154.0
svk,Slovak Republic,1987,5232.0
svk,Slovak Republic,1988,5301.0
svk,Slovak Republic,1989,5423.0
svk,Slovak Republic,1990,5284.0
svk,Slovak Republic,1991,4830.0
svk,Slovak Republic,1992,4483.0
svk,Slovak Republic,1993,4988.0
svk,Slovak Republic,1994,5476.0
svk,Slovak Republic,1995,5043.0
svk,Slovak Republic,1996,4978.0
svk,Slovak Republic,1997,4947.0
svk,Slovak Republic,1998,4993.0
svk,Slovak Republic,1999,5513.0
svk,Slovak Republic,2000,6326.0
svk,Slovak Republic,2001,6685.0
svk,Slovak Republic,2002,6821.0
svk,Slovak Republic,2003,6590.0
svk,Slovak Republic,2004,6452.0
svk,Slovak Republic,2005,6609.0
svk,Slovak Republic,2006,6619.0
svk,Slovak Republic,2007,5975.0
svk,Slovak Republic,2008,6420.0
svk,Slovak Republic,2009,5936.0
svk,Slovak Republic,2010,6136.0
svn,Slovenia,1990,3069.0
svn,Slovenia,1991,3104.0
svn,Slovenia,1992,2948.0
svn,Slovenia,1993,2771.0
svn,Slovenia,1994,2894.0
svn,Slovenia,1995,2968.0
svn,Slovenia,1996,2876.0
svn,Slovenia,1997,2998.0
svn,Slovenia,1998,3046.0
svn,Slovenia,1999,2868.0
svn,Slovenia,2000,3098.0
svn,Slovenia,2001,3160.0
svn,Slovenia,2002,3338.0
svn,Slovenia,2003,3266.0
svn,Slovenia,2004,3460.0
svn,Slovenia,2005,3508.0
svn,Slovenia,2006,3442.0
svn,Slovenia,2007,3465.0
svn,Slovenia,2008,3672.0
svn,Slovenia,2009,3541.0
svn,Slovenia,2010,3545.0
swe,Sweden,1960,5483.0
swe,Sweden,1961,5934.0
swe,Sweden,1962,6105.0
swe,Sweden,1963,6003.0
swe,Sweden,1964,6490.0
swe,Sweden,1965,6766.0
swe,Sweden,1966,6588.0
swe,Sweden,1967,6929.0
swe,Sweden,1968,6867.0
swe,Sweden,1969,6453.0
swe,Sweden,1970,6492.0
swe,Sweden,1971,7386.0
swe,Sweden,1972,7893.0
swe,Sweden,1973,9251.0
swe,Sweden,1974,9007.0
swe,Sweden,1975,11700.0
swe,Sweden,1976,12410.0
swe,Sweden,1977,13180.0
swe,Sweden,1978,14880.0
swe,Sweden,1979,14680.0
swe,Sweden,1980,16130.0
swe,Sweden,1981,19260.0
swe,Sweden,1982,19100.0
swe,Sweden,1983,20870.0
swe,Sweden,1984,24290.0
swe,Sweden,1985,26860.0
swe,Sweden,1986,29070.0
swe,Sweden,1987,29410.0
swe,Sweden,1988,29850.0
swe,Sweden,1989,28980.0
swe,Sweden,1990,29680.0
swe,Sweden,1991,31430.0
swe,Sweden,1992,29480.0
swe,Sweden,1993,29320.0
swe,Sweden,1994,31260.0
swe,Sweden,1995,31840.0
swe,Sweden,1996,31970.0
swe,Sweden,1997,32450.0
swe,Sweden,1998,33990.0
swe,Sweden,1999,33240.0
swe,Sweden,2000,30520.0
swe,Sweden,2001,33900.0
swe,Sweden,2002,31830.0
swe,Sweden,2003,30920.0
swe,Sweden,2004,34330.0
swe,Sweden,2005,34670.0
swe,Sweden,2006,32830.0
swe,Sweden,2007,33580.0
swe,Sweden,2008,33230.0
swe,Sweden,2009,30350.0
swe,Sweden,2010,32550.0
syr,Syria,1971,5315.0
syr,Syria,1972,5892.0
syr,Syria,1973,5570.0
syr,Syria,1974,6481.0
syr,Syria,1975,9677.0
syr,Syria,1976,10220.0
syr,Syria,1977,9340.0
syr,Syria,1978,10170.0
syr,Syria,1979,8972.0
syr,Syria,1980,9501.0
syr,Syria,1981,9805.0
syr,Syria,1982,9346.0
syr,Syria,1983,9707.0
syr,Syria,1984,9853.0
syr,Syria,1985,9702.0
syr,Syria,1986,9917.0
syr,Syria,1987,12980.0
syr,Syria,1988,15230.0
syr,Syria,1989,19050.0
syr,Syria,1990,22320.0
syr,Syria,1991,26580.0
syr,Syria,1992,27740.0
syr,Syria,1993,28740.0
syr,Syria,1994,31110.0
syr,Syria,1995,33080.0
syr,Syria,1996,31780.0
syr,Syria,1997,32570.0
syr,Syria,1998,33680.0
syr,Syria,1999,33900.0
syr,Syria,2000,32670.0
syr,Syria,2001,33900.0
syr,Syria,2002,37100.0
syr,Syria,2003,36030.0
syr,Syria,2004,28400.0
syr,Syria,2005,26070.0
syr,Syria,2006,24830.0
syr,Syria,2007,23880.0
syr,Syria,2008,23750.0
syr,Syria,2009,23580.0
tgo,Togo,1971,614.2
tgo,Togo,1972,628.5
tgo,Togo,1973,642.6
tgo,Togo,1974,651.6
tgo,Togo,1975,667.7
tgo,Togo,1976,683.3
tgo,Togo,1977,705.6
tgo,Togo,1978,724.7
tgo,Togo,1979,731.9
tgo,Togo,1980,750.7
tgo,Togo,1981,772.2
tgo,Togo,1982,796.8
tgo,Togo,1983,816.7
tgo,Togo,1984,844.2
tgo,Togo,1985,873.3
tgo,Togo,1986,902.2
tgo,Togo,1987,949.7
tgo,Togo,1988,978.4
tgo,Togo,1989,1010.0
tgo,Togo,1990,1054.0
tgo,Togo,1991,1114.0
tgo,Togo,1992,1165.0
tgo,Togo,1993,1230.0
tgo,Togo,1994,1281.0
tgo,Togo,1995,1357.0
tgo,Togo,1996,1422.0
tgo,Togo,1997,1481.0
tgo,Togo,1998,1553.0
tgo,Togo,1999,1721.0
tgo,Togo,2000,1765.0
tgo,Togo,2001,1804.0
tgo,Togo,2002,1851.0
tgo,Togo,2003,1899.0
tgo,Togo,2004,1942.0
tgo,Togo,2005,2001.0
tgo,Togo,2006,2039.0
tgo,Togo,2007,2099.0
tgo,Togo,2008,2138.0
tgo,Togo,2009,2191.0
tha,Thailand,1971,7893.0
tha,Thailand,1972,7968.0
tha,Thailand,1973,8163.0
tha,Thailand,1974,8776.0
tha,Thailand,1975,10110.0
tha,Thailand,1976,10610.0
tha,Thailand,1977,11020.0
tha,Thailand,1978,10800.0
tha,Thailand,1979,11720.0
tha,Thailand,1980,11180.0
tha,Thailand,1981,12090.0
tha,Thailand,1982,13520.0
tha,Thailand,1983,11200.0
tha,Thailand,1984,13140.0
tha,Thailand,1985,16550.0
tha,Thailand,1986,17510.0
tha,Thailand,1987,19400.0
tha,Thailand,1988,21460.0
tha,Thailand,1989,24330.0
tha,Thailand,1990,26580.0
tha,Thailand,1991,29620.0
tha,Thailand,1992,30860.0
tha,Thailand,1993,30220.0
tha,Thailand,1994,31700.0
tha,Thailand,1995,33190.0
tha,Thailand,1996,37150.0
tha,Thailand,1997,40020.0
tha,Thailand,1998,39670.0
tha,Thailand,1999,41530.0
tha,Thailand,2000,44030.0
tha,Thailand,2001,43210.0
tha,Thailand,2002,45860.0
tha,Thailand,2003,49190.0
tha,Thailand,2004,51150.0
tha,Thailand,2005,54960.0
tha,Thailand,2006,56850.0
tha,Thailand,2007,59970.0
tha,Thailand,2008,64390.0
tha,Thailand,2009,61710.0
tjk,Tajikistan,1990,2026.0
tjk,Tajikistan,1991,1834.0
tjk,Tajikistan,1992,1655.0
tjk,Tajikistan,1993,1702.0
tjk,Tajikistan,1994,1537.0
tjk,Tajikistan,1995,1329.0
tjk,Tajikistan,1996,1347.0
tjk,Tajikistan,1997,1244.0
tjk,Tajikistan,1998,1269.0
tjk,Tajikistan,1999,1382.0
tjk,Tajikistan,2000,1264.0
tjk,Tajikistan,2001,1288.0
tjk,Tajikistan,2002,1361.0
tjk,Tajikistan,2003,1466.0
tjk,Tajikistan,2004,1492.0
tjk,Tajikistan,2005,1546.0
tjk,Tajikistan,2006,1519.0
tjk,Tajikistan,2007,1574.0
tjk,Tajikistan,2008,1488.0
tjk,Tajikistan,2009,1502.0
tkm,Turkmenistan,1990,74860.0
tkm,Turkmenistan,1991,74120.0
tkm,Turkmenistan,1992,48820.0
tkm,Turkmenistan,1993,57420.0
tkm,Turkmenistan,1994,32850.0
tkm,Turkmenistan,1995,32840.0
tkm,Turkmenistan,1996,32860.0
tkm,Turkmenistan,1997,19800.0
tkm,Turkmenistan,1998,18110.0
tkm,Turkmenistan,1999,26330.0
tkm,Turkmenistan,2000,45970.0
tkm,Turkmenistan,2001,50390.0
tkm,Turkmenistan,2002,52860.0
tkm,Turkmenistan,2003,58550.0
tkm,Turkmenistan,2004,57830.0
tkm,Turkmenistan,2005,61140.0
tkm,Turkmenistan,2006,59990.0
tkm,Turkmenistan,2007,65820.0
tkm,Turkmenistan,2008,68410.0
tkm,Turkmenistan,2009,40900.0
tto,Trinidad and Tobago,1971,8149.0
tto,Trinidad and Tobago,1972,8751.0
tto,Trinidad and Tobago,1973,9975.0
tto,Trinidad and Tobago,1974,10870.0
tto,Trinidad and Tobago,1975,12190.0
tto,Trinidad and Tobago,1976,12210.0
tto,Trinidad and Tobago,1977,13290.0
tto,Trinidad and Tobago,1978,13650.0
tto,Trinidad and Tobago,1979,12960.0
tto,Trinidad and Tobago,1980,13140.0
tto,Trinidad and Tobago,1981,12220.0
tto,Trinidad and Tobago,1982,12180.0
tto,Trinidad and Tobago,1983,11430.0
tto,Trinidad and Tobago,1984,12380.0
tto,Trinidad and Tobago,1985,12820.0
tto,Trinidad and Tobago,1986,12540.0
tto,Trinidad and Tobago,1987,12010.0
tto,Trinidad and Tobago,1988,12430.0
tto,Trinidad and Tobago,1989,12340.0
tto,Trinidad and Tobago,1990,12610.0
tto,Trinidad and Tobago,1991,12230.0
tto,Trinidad and Tobago,1992,12360.0
tto,Trinidad and Tobago,1993,11570.0
tto,Trinidad and Tobago,1994,12270.0
tto,Trinidad and Tobago,1995,12170.0
tto,Trinidad and Tobago,1996,12900.0
tto,Trinidad and Tobago,1997,12860.0
tto,Trinidad and Tobago,1998,13870.0
tto,Trinidad and Tobago,1999,16080.0
tto,Trinidad and Tobago,2000,19990.0
tto,Trinidad and Tobago,2001,20640.0
tto,Trinidad and Tobago,2002,23950.0
tto,Trinidad and Tobago,2003,30990.0
tto,Trinidad and Tobago,2004,33040.0
tto,Trinidad and Tobago,2005,36430.0
tto,Trinidad and Tobago,2006,42770.0
tto,Trinidad and Tobago,2007,43160.0
tto,Trinidad and Tobago,2008,42730.0
tto,Trinidad and Tobago,2009,44000.0
tun,Tunisia,1971,4653.0
tun,Tunisia,1972,4541.0
tun,Tunisia,1973,4541.0
tun,Tunisia,1974,4899.0
tun,Tunisia,1975,5401.0
tun,Tunisia,1976,4491.0
tun,Tunisia,1977,5128.0
tun,Tunisia,1978,5855.0
tun,Tunisia,1979,6522.0
tun,Tunisia,1980,6672.0
tun,Tunisia,1981,6477.0
tun,Tunisia,1982,6251.0
tun,Tunisia,1983,6673.0
tun,Tunisia,1984,6633.0
tun,Tunisia,1985,6551.0
tun,Tunisia,1986,6373.0
tun,Tunisia,1987,6123.0
tun,Tunisia,1988,6064.0
tun,Tunisia,1989,6108.0
tun,Tunisia,1990,5728.0
tun,Tunisia,1991,6362.0
tun,Tunisia,1992,6604.0
tun,Tunisia,1993,5732.0
tun,Tunisia,1994,5468.0
tun,Tunisia,1995,5330.0
tun,Tunisia,1996,5908.0
tun,Tunisia,1997,6354.0
tun,Tunisia,1998,6781.0
tun,Tunisia,1999,6732.0
tun,Tunisia,2000,6634.0
tun,Tunisia,2001,6636.0
tun,Tunisia,2002,6706.0
tun,Tunisia,2003,6452.0
tun,Tunisia,2004,6805.0
tun,Tunisia,2005,6681.0
tun,Tunisia,2006,6632.0
tun,Tunisia,2007,7901.0
tun,Tunisia,2008,7552.0
tun,Tunisia,2009,7811.0
tur,Turkey,1960,9371.0
tur,Turkey,1961,9484.0
tur,Turkey,1962,9727.0
tur,Turkey,1963,10210.0
tur,Turkey,1964,10600.0
tur,Turkey,1965,11210.0
tur,Turkey,1966,12230.0
tur,Turkey,1967,13160.0
tur,Turkey,1968,13540.0
tur,Turkey,1969,14040.0
tur,Turkey,1970,13990.0
tur,Turkey,1971,13810.0
tur,Turkey,1972,15120.0
tur,Turkey,1973,15520.0
tur,Turkey,1974,15890.0
tur,Turkey,1975,16260.0
tur,Turkey,1976,16610.0
tur,Turkey,1977,16940.0
tur,Turkey,1978,17610.0
tur,Turkey,1979,17420.0
tur,Turkey,1980,17140.0
tur,Turkey,1981,18060.0
tur,Turkey,1982,18960.0
tur,Turkey,1983,19280.0
tur,Turkey,1984,20250.0
tur,Turkey,1985,21860.0
tur,Turkey,1986,23510.0
tur,Turkey,1987,25030.0
tur,Turkey,1988,24800.0
tur,Turkey,1989,25640.0
tur,Turkey,1990,25810.0
tur,Turkey,1991,25630.0
tur,Turkey,1992,26350.0
tur,Turkey,1993,26170.0
tur,Turkey,1994,26300.0
tur,Turkey,1995,26480.0
tur,Turkey,1996,27120.0
tur,Turkey,1997,27960.0
tur,Turkey,1998,29070.0
tur,Turkey,1999,27490.0
tur,Turkey,2000,25860.0
tur,Turkey,2001,24420.0
tur,Turkey,2002,24110.0
tur,Turkey,2003,23590.0
tur,Turkey,2004,24110.0
tur,Turkey,2005,23930.0
tur,Turkey,2006,26350.0
tur,Turkey,2007,27270.0
tur,Turkey,2008,28980.0
tur,Turkey,2009,30280.0
tur,Turkey,2010,30290.0
tza,Tanzania,1971,6872.0
tza,Tanzania,1972,6884.0
tza,Tanzania,1973,6910.0
tza,Tanzania,1974,6953.0
tza,Tanzania,1975,7023.0
tza,Tanzania,1976,7046.0
tza,Tanzania,1977,7083.0
tza,Tanzania,1978,7136.0
tza,Tanzania,1979,7203.0
tza,Tanzania,1980,7296.0
tza,Tanzania,1981,7448.0
tza,Tanzania,1982,7603.0
tza,Tanzania,1983,7772.0
tza,Tanzania,1984,7944.0
tza,Tanzania,1985,8128.0
tza,Tanzania,1986,8300.0
tza,Tanzania,1987,8481.0
tza,Tanzania,1988,8667.0
tza,Tanzania,1989,8864.0
tza,Tanzania,1990,9064.0
tza,Tanzania,1991,9264.0
tza,Tanzania,1992,9449.0
tza,Tanzania,1993,9674.0
tza,Tanzania,1994,9857.0
tza,Tanzania,1995,10060.0
tza,Tanzania,1996,10270.0
tza,Tanzania,1997,10410.0
tza,Tanzania,1998,11230.0
tza,Tanzania,1999,12090.0
tza,Tanzania,2000,12690.0
tza,Tanzania,2001,13360.0
tza,Tanzania,2002,13940.0
tza,Tanzania,2003,14440.0
tza,Tanzania,2004,15050.0
tza,Tanzania,2005,15780.0
tza,Tanzania,2006,16360.0
tza,Tanzania,2007,16950.0
tza,Tanzania,2008,17470.0
tza,Tanzania,2009,18050.0
ukr,Ukraine,1990,135800.0
ukr,Ukraine,1991,118600.0
ukr,Ukraine,1992,111700.0
ukr,Ukraine,1993,100400.0
ukr,Ukraine,1994,87420.0
ukr,Ukraine,1995,81610.0
ukr,Ukraine,1996,73660.0
ukr,Ukraine,1997,74740.0
ukr,Ukraine,1998,74580.0
ukr,Ukraine,1999,75540.0
ukr,Ukraine,2000,76440.0
ukr,Ukraine,2001,76310.0
ukr,Ukraine,2002,76750.0
ukr,Ukraine,2003,79460.0
ukr,Ukraine,2004,80200.0
ukr,Ukraine,2005,80970.0
ukr,Ukraine,2006,83010.0
ukr,Ukraine,2007,81600.0
ukr,Ukraine,2008,81290.0
ukr,Ukraine,2009,76910.0
ury,Uruguay,1971,519.7
ury,Uruguay,1972,492.6
ury,Uruguay,1973,537.8
ury,Uruguay,1974,524.7
ury,Uruguay,1975,520.8
ury,Uruguay,1976,537.0
ury,Uruguay,1977,580.4
ury,Uruguay,1978,594.6
ury,Uruguay,1979,565.6
ury,Uruguay,1980,766.2
ury,Uruguay,1981,838.4
ury,Uruguay,1982,910.0
ury,Uruguay,1983,1117.0
ury,Uruguay,1984,1132.0
ury,Uruguay,1985,1114.0
ury,Uruguay,1986,1235.0
ury,Uruguay,1987,1239.0
ury,Uruguay,1988,1024.0
ury,Uruguay,1989,899.6
ury,Uruguay,1990,1149.0
ury,Uruguay,1991,1089.0
ury,Uruguay,1992,1261.0
ury,Uruguay,1993,1193.0
ury,Uruguay,1994,1179.0
ury,Uruguay,1995,1013.0
ury,Uruguay,1996,980.1
ury,Uruguay,1997,1044.0
ury,Uruguay,1998,1234.0
ury,Uruguay,1999,920.1
ury,Uruguay,2000,1028.0
ury,Uruguay,2001,1210.0
ury,Uruguay,2002,1237.0
ury,Uruguay,2003,1163.0
ury,Uruguay,2004,852.5
ury,Uruguay,2005,1020.0
ury,Uruguay,2006,784.9
ury,Uruguay,2007,1225.0
ury,Uruguay,2008,1385.0
ury,Uruguay,2009,1519.0
usa,USA,1960,964900.0
usa,USA,1961,973400.0
usa,USA,1962,1014000.0
usa,USA,1963,1062000.0
usa,USA,1964,1101000.0
usa,USA,1965,1137000.0
usa,USA,1966,1203000.0
usa,USA,1967,1296000.0
usa,USA,1968,1341000.0
usa,USA,1969,1372000.0
usa,USA,1970,1451000.0
usa,USA,1971,1436000.0
usa,USA,1972,1465000.0
usa,USA,1973,1456000.0
usa,USA,1974,1428000.0
usa,USA,1975,1408000.0
usa,USA,1976,1418000.0
usa,USA,1977,1445000.0
usa,USA,1978,1466000.0
usa,USA,1979,1526000.0
usa,USA,1980,1553000.0
usa,USA,1981,1548000.0
usa,USA,1982,1529000.0
usa,USA,1983,1468000.0
usa,USA,1984,1588000.0
usa,USA,1985,1569000.0
usa,USA,1986,1558000.0
usa,USA,1987,1591000.0
usa,USA,1988,1619000.0
usa,USA,1989,1616000.0
usa,USA,1990,1653000.0
usa,USA,1991,1642000.0
usa,USA,1992,1648000.0
usa,USA,1993,1597000.0
usa,USA,1994,1658000.0
usa,USA,1995,1659000.0
usa,USA,1996,1678000.0
usa,USA,1997,1675000.0
usa,USA,1998,1688000.0
usa,USA,1999,1670000.0
usa,USA,2000,1667000.0
usa,USA,2001,1689000.0
usa,USA,2002,1656000.0
usa,USA,2003,1634000.0
usa,USA,2004,1646000.0
usa,USA,2005,1631000.0
usa,USA,2006,1654000.0
usa,USA,2007,1669000.0
usa,USA,2008,1702000.0
usa,USA,2009,1686000.0
usa,USA,2010,1741000.0
uzb,Uzbekistan,1990,38640.0
uzb,Uzbekistan,1991,39630.0
uzb,Uzbekistan,1992,40760.0
uzb,Uzbekistan,1993,42810.0
uzb,Uzbekistan,1994,46100.0
uzb,Uzbekistan,1995,48650.0
uzb,Uzbekistan,1996,49090.0
uzb,Uzbekistan,1997,51300.0
uzb,Uzbekistan,1998,54400.0
uzb,Uzbekistan,1999,55030.0
uzb,Uzbekistan,2000,54940.0
uzb,Uzbekistan,2001,55510.0
uzb,Uzbekistan,2002,56220.0
uzb,Uzbekistan,2003,56290.0
uzb,Uzbekistan,2004,57140.0
uzb,Uzbekistan,2005,56400.0
uzb,Uzbekistan,2006,58480.0
uzb,Uzbekistan,2007,59790.0
uzb,Uzbekistan,2008,62020.0
uzb,Uzbekistan,2009,60690.0
ven,Venezuela,1971,209900.0
ven,Venezuela,1972,192000.0
ven,Venezuela,1973,203200.0
ven,Venezuela,1974,181500.0
ven,Venezuela,1975,144700.0
ven,Venezuela,1976,142800.0
ven,Venezuela,1977,141100.0
ven,Venezuela,1978,136800.0
